car_type,year,price,km,prediccion,color
TESLA - MODEL X,2020,51990.0,101000.0,bueno,pink
TESLA - MODEL S,2017,55900.0,80200.0,bueno,white
TESLA - MODEL S,2017,33900.0,97000.0,bueno,blue
TESLA - MODEL S,2017,22999.0,189000.0,bueno,white
TESLA - MODEL X,2017,34500.0,58000.0,malo,white
TESLA - MODEL Y,2022,35800.0,36700.0,neutral,white
TESLA - MODEL X,2020,45990.0,76929.0,malo,blue
TESLA - MODEL X,2018,40990.0,89000.0,neutral,blue
TESLA - MODEL X,2018,43990.0,84179.0,bueno,grey
TESLA - MODEL S,2019,37490.0,89000.0,malo,black
TESLA - MODEL 3,2022,28950.0,65672.0,bueno,grey
TESLA - MODEL 3,2019,25990.0,125450.0,neutral,grey
TESLA - MODEL 3,2021,27500.0,32000.0,bueno,white
TESLA - MODEL 3,2019,25990.0,125450.0,neutral,grey
TESLA - MODEL S,2017,24999.0,128000.0,malo,blue
TESLA - MODEL 3,2021,25900.0,71781.0,bueno,brown
TESLA - MODEL 3,2019,21999.0,118000.0,bueno,red
TESLA - MODEL S,2017,29999.0,240000.0,neutral,blue
TESLA - MODEL 3,2022,34400.0,52673.0,bueno,black
TESLA - MODEL 3,2020,38900.0,12500.0,bueno,blue
TESLA - MODEL 3,2019,25390.0,85000.0,bueno,black
TESLA - MODEL S,2017,7000.0,1.0,malo,tan
TESLA - MODEL X,2020,65975.0,80000.0,bueno,grey
TESLA - MODEL Y,2022,35000.0,78345.0,neutral,blue
TESLA - MODEL X,2018,45990.0,71000.0,bueno,white
TESLA - MODEL 3,2019,25990.0,150000.0,malo,black
TESLA - MODEL 3,2024,37900.0,2750.0,bueno,tan
TESLA - MODEL 3,2019,18900.0,169700.0,bueno,blue
TESLA - MODEL 3,2021,37900.0,37900.0,bueno,grey
TESLA - MODEL 3,2019,21000.0,152000.0,bueno,green
TESLA - MODEL S,2017,39999.0,57000.0,bueno,pink
TESLA - MODEL Y,2023,39900.0,23000.0,malo,grey
TESLA - MODEL X,2019,34990.0,105596.0,bueno,grey
TESLA - MODEL S,2019,31900.0,50000.0,bueno,silver
TESLA - MODEL S,2018,29700.0,166000.0,bueno,black
TESLA - MODEL X,2017,34990.0,142000.0,malo,blue
TESLA - MODEL S,2019,37490.0,89000.0,malo,black
TESLA - MODEL S,2017,17500.0,190000.0,bueno,blue
TESLA - MODEL S,2017,25000.0,322500.0,malo,black
TESLA - MODEL Y,2023,35850.0,52000.0,bueno,black
TESLA - MODEL Y,2023,31650.0,53000.0,bueno,white
TESLA - MODEL Y,2023,35850.0,52000.0,bueno,black
TESLA - MODEL Y,2023,31650.0,53000.0,bueno,white
TESLA - MODEL Y,2023,31850.0,49000.0,bueno,grey
TESLA - MODEL Y,2023,31850.0,49000.0,bueno,grey
TESLA - MODEL S,2017,31999.0,177000.0,bueno,black
TESLA - MODEL X,2017,34900.0,96700.0,neutral,brown
TESLA - MODEL Y,2022,32205.0,38500.0,bueno,blue
TESLA - MODEL S,2020,43999.0,32000.0,malo,black
TESLA - MODEL Y,2022,35450.0,28357.0,bueno,tan
TESLA - MODEL S,2018,34990.0,86000.0,bueno,red
TESLA - MODEL 3,2019,23900.0,145900.0,bueno,blue
TESLA - MODEL 3,2022,34400.0,52673.0,bueno,black
TESLA - MODEL 3,2019,20990.0,199900.0,bueno,brown
TESLA - MODEL S,2012,46500.0,69000.0,malo,tan
TESLA - MODEL 3,2021,27850.0,75000.0,bueno,black
TESLA - MODEL 3,2021,27850.0,75000.0,bueno,black
TESLA - MODEL 3,2021,21750.0,191000.0,malo,white
TESLA - MODEL 3,2021,27400.0,99028.0,neutral,grey
TESLA - MODEL 3,2022,29990.0,70000.0,bueno,beige
TESLA - MODEL 3,2019,25500.0,149000.0,malo,green
TESLA - MODEL X,2017,35900.0,156000.0,bueno,grey
TESLA - MODEL S,2017,17990.0,350000.0,bueno,blue
TESLA - MODEL Y,2023,41900.0,99000.0,bueno,white
TESLA - MODEL 3,2020,23500.0,119000.0,malo,green
TESLA - MODEL 3,2021,24900.0,116000.0,malo,blue
TESLA - MODEL S,2017,21000.0,188000.0,bueno,black
TESLA - MODEL S,2017,26900.0,149000.0,bueno,blue
TESLA - MODEL S,2019,37490.0,89000.0,malo,black
TESLA - MODEL 3,2023,34800.0,33000.0,bueno,blue
TESLA - MODEL 3,2019,19999.0,120000.0,bueno,blue
TESLA - MODEL S,2019,32990.0,90355.0,bueno,black
TESLA - MODEL S,2019,28900.0,115606.0,neutral,blue
TESLA - MODEL 3,2021,32990.0,23831.0,bueno,grey
TESLA - MODEL S,2018,29900.0,130000.0,bueno,blue
TESLA - MODEL 3,2023,38420.0,40239.0,bueno,tan
TESLA - MODEL Y,2023,39500.0,49500.0,bueno,green
TESLA - MODEL 3,2020,33990.0,74722.0,malo,grey
TESLA - MODEL 3,2019,22500.0,200000.0,bueno,blue
TESLA - MODEL S,2017,20990.0,148344.0,neutral,black
TESLA - MODEL 3,2022,28499.0,72931.0,bueno,blue
TESLA - MODEL 3,2022,29890.0,39398.0,bueno,red
TESLA - MODEL 3,2024,54990.0,6613.0,neutral,blue
TESLA - MODEL X,2020,53500.0,93000.0,bueno,blue
TESLA - MODEL 3,2020,27900.0,87000.0,malo,silver
TESLA - MODEL 3,2020,19990.0,120000.0,bueno,white
TESLA - MODEL X,2016,33900.0,206000.0,bueno,blue
TESLA - MODEL S,2017,70000.0,177000.0,malo,white
TESLA - MODEL X,2021,33800.0,85500.0,bueno,blue
TESLA - MODEL 3,2021,30900.0,35505.0,bueno,grey
TESLA - MODEL X,2018,38900.0,87000.0,bueno,black
TESLA - MODEL 3,2023,32500.0,43000.0,malo,grey
TESLA - MODEL 3,2020,28690.0,29732.0,bueno,white
TESLA - MODEL 3,2022,29890.0,39398.0,bueno,red
AUDI - A3,2013,9500.0,191000.0,bueno,grey
AUDI - Q3,2020,35500.0,99995.0,neutral,white
AUDI - Q3,2020,31990.0,119000.0,bueno,blue
AUDI - Q3,2020,37999.0,122500.0,neutral,red
AUDI - Q3,2020,33850.0,80000.0,bueno,white
AUDI - Q3,2021,30990.0,100128.0,bueno,grey
AUDI - Q3,2021,31690.0,33301.0,bueno,orange
AUDI - A6,2024,250000.0,311.0,neutral,blue
AUDI - A5,2020,49990.0,100000.0,bueno,blue
AUDI - A6,2021,39990.0,42000.0,bueno,grey
AUDI - A6,2021,91999.0,78500.0,neutral,black
AUDI - A6,2010,11500.0,126400.0,neutral,grey
AUDI - A3,2013,12990.0,183000.0,bueno,black
AUDI - A3,2014,17950.0,127003.0,bueno,grey
AUDI - A3,2012,7990.0,181000.0,bueno,brown
AUDI - A5,2022,77990.0,76492.0,neutral,black
AUDI - A3,2016,20450.0,126502.0,bueno,brown
AUDI - TT,2016,29990.0,93187.0,bueno,black
AUDI - A1,2020,19200.0,44425.0,bueno,white
AUDI - A1,2022,19390.0,51390.0,bueno,tan
AUDI - A3,2019,16990.0,117862.0,bueno,grey
AUDI - A6,2023,44650.0,23000.0,neutral,blue
AUDI - A3,2023,33490.0,51500.0,bueno,blue
AUDI - A4,2014,14990.0,106200.0,bueno,grey
AUDI - A1,2012,13999.0,122500.0,bueno,tan
AUDI - A6,2016,17990.0,229000.0,bueno,pink
AUDI - A1,2014,12990.0,136000.0,bueno,pink
AUDI - A3,2020,17999.0,148999.0,bueno,red
AUDI - A3,2022,23500.0,72550.0,neutral,grey
AUDI - Q3,2015,22195.0,55000.0,bueno,grey
AUDI - A5,2022,29999.0,209500.0,neutral,tan
AUDI - A1,2023,20890.0,74657.0,bueno,silver
AUDI - A6,2015,21999.0,168000.0,bueno,blue
AUDI - A5,2015,16980.0,212384.0,bueno,white
AUDI - A4,2016,21900.0,136000.0,bueno,blue
AUDI - Q3,2019,24890.0,134697.0,bueno,white
AUDI - A4,2018,19900.0,103000.0,bueno,grey
AUDI - Q3,2021,31990.0,89990.0,bueno,blue
AUDI - A4,2022,35999.0,21800.0,neutral,beige
AUDI - A3,2018,44999.0,87500.0,bueno,tan
AUDI - Q3,2021,32400.0,57000.0,bueno,brown
AUDI - A3,2022,64990.0,27310.0,bueno,brown
AUDI - A5,2021,35990.0,84233.0,bueno,black
AUDI - A5,2023,43500.0,20767.0,neutral,grey
AUDI - A1,2021,22900.0,35404.0,bueno,silver
AUDI - A3,2020,43900.0,79479.0,bueno,black
AUDI - A3,2024,76999.0,16500.0,bueno,green
AUDI - A6,2018,24800.0,84000.0,bueno,beige
AUDI - A3,2018,17990.0,89999.0,bueno,orange
AUDI - A4,2020,24490.0,100017.0,bueno,grey
AUDI - A1,2017,16999.0,149850.0,bueno,blue
AUDI - A3,2022,27390.0,70566.0,bueno,red
AUDI - A5,2013,40995.0,86000.0,bueno,red
AUDI - A3,2020,43900.0,79479.0,bueno,black
AUDI - A3,2024,76999.0,16500.0,bueno,green
AUDI - A3,2015,15990.0,78521.0,bueno,white
AUDI - A3,2018,17990.0,89999.0,bueno,orange
AUDI - A4,2020,24490.0,100017.0,bueno,grey
AUDI - A3,2024,67970.0,19088.0,bueno,yellow
AUDI - A3,2024,59970.0,2905.0,bueno,orange
AUDI - A6,2018,24800.0,84000.0,bueno,beige
AUDI - A1,2017,16999.0,149850.0,bueno,blue
AUDI - Q3,2022,35890.0,41180.0,bueno,silver
AUDI - A3,2022,27390.0,70566.0,bueno,red
AUDI - A5,2013,40995.0,86000.0,bueno,red
AUDI - A3,2019,24999.0,118500.0,neutral,blue
AUDI - A6,2015,24999.0,179500.0,bueno,brown
AUDI - A4,2023,39690.0,22000.0,bueno,blue
AUDI - A1,2019,21790.0,92404.0,bueno,silver
AUDI - A4,2021,31999.0,129500.0,neutral,black
AUDI - A4,2020,34490.0,108000.0,neutral,black
AUDI - A3,2016,13990.0,195000.0,bueno,red
AUDI - Q3,2019,25500.0,129549.0,bueno,black
AUDI - Q3,2019,22970.0,149868.0,bueno,orange
AUDI - Q3,2022,39900.0,55043.0,bueno,grey
AUDI - Q3,2020,28750.0,98600.0,neutral,blue
AUDI - A4,2023,54990.0,21000.0,neutral,red
AUDI - Q3,2020,25900.0,121040.0,bueno,white
AUDI - A3,2015,18950.0,151700.0,neutral,brown
AUDI - A6,2017,24990.0,196000.0,bueno,grey
AUDI - A6,2021,30970.0,107200.0,bueno,brown
AUDI - A4,2016,14970.0,195052.0,bueno,yellow
AUDI - A5,2017,29999.0,149500.0,malo,white
AUDI - A5,2020,39999.0,27500.0,bueno,white
AUDI - Q3,2015,19900.0,92000.0,bueno,white
AUDI - A6,2017,26500.0,71191.0,bueno,black
AUDI - A4,2004,1800.0,395369.0,neutral,grey
AUDI - A3,2014,14500.0,135000.0,neutral,silver
AUDI - A4,2007,5100.0,307000.0,neutral,blue
AUDI - A5,2019,26900.0,129500.0,neutral,black
AUDI - A3,2010,9499.0,138000.0,neutral,black
AUDI - A3,2014,14000.0,200000.0,bueno,white
AUDI - A3,2002,2500.0,210000.0,bueno,blue
AUDI - A3,2016,18900.0,150000.0,bueno,blue
AUDI - A5,2015,17999.0,218000.0,bueno,red
AUDI - A3,2017,14800.0,150000.0,bueno,white
AUDI - TT,1999,9000.0,82046.0,neutral,blue
AUDI - A3,2005,3700.0,255000.0,bueno,grey
AUDI - A4,2010,8500.0,182000.0,bueno,blue
AUDI - A4,2008,10500.0,164702.0,bueno,blue
AUDI - A3,2003,2550.0,295800.0,bueno,grey
AUDI - A4,2007,3000.0,255000.0,bueno,green
AUDI - TT,2001,3500.0,220000.0,malo,black
AUDI - A3,2006,3000.0,360000.0,malo,beige
AUDI - A3,2003,6000.0,190000.0,malo,grey
AUDI - A4,2017,23900.0,88228.0,bueno,black
AUDI - A3,2006,3800.0,315000.0,neutral,grey
AUDI - A6,2003,1600.0,362000.0,neutral,blue
AUDI - A4,2008,6500.0,279240.0,neutral,green
AUDI - A6,2006,5800.0,302000.0,neutral,black
AUDI - A3,1997,2000.0,180000.0,neutral,grey
AUDI - A6,2002,3000.0,380.0,neutral,green
AUDI - A5,2007,17900.0,200000.0,neutral,tan
AUDI - A4,2003,1600.0,362000.0,neutral,blue
AUDI - A6,2007,2500.0,400000.0,bueno,tan
AUDI - A4,2007,9800.0,232000.0,neutral,black
AUDI - A6,2006,9000.0,251000.0,bueno,white
AUDI - A3,2010,6999.0,230000.0,neutral,blue
AUDI - A5,2011,10899.0,176000.0,neutral,silver
AUDI - A6,2008,6800.0,331000.0,bueno,green
AUDI - A6,2012,12900.0,208000.0,neutral,black
AUDI - A4,2002,2860.0,115000.0,neutral,tan
AUDI - A6,2004,1000.0,290000.0,bueno,grey
AUDI - A6,2005,7000.0,155000.0,bueno,grey
AUDI - A3,2013,11200.0,191284.0,neutral,blue
AUDI - A6,2007,4500.0,265000.0,neutral,grey
AUDI - A3,2007,5500.0,225000.0,bueno,blue
AUDI - A4,2003,60.0,0.0,neutral,brown
AUDI - A4,2014,17000.0,129000.0,malo,tan
AUDI - A3,2020,22500.0,72623.0,neutral,blue
AUDI - A6,2012,12500.0,200000.0,neutral,green
AUDI - A5,2012,12000.0,259000.0,bueno,grey
AUDI - A4,2008,13000.0,46300.0,neutral,black
AUDI - A3,2005,2800.0,275000.0,neutral,blue
AUDI - A3,2009,11800.0,196000.0,bueno,white
AUDI - A4,2007,3800.0,180000.0,neutral,beige
AUDI - A3,2014,8700.0,200000.0,bueno,red
AUDI - A5,2010,14400.0,175000.0,bueno,blue
AUDI - A4,1998,1100.0,206000.0,neutral,brown
AUDI - A3,2016,10600.0,225000.0,bueno,beige
AUDI - TT,2003,5300.0,237000.0,neutral,blue
AUDI - TT,2000,5700.0,170000.0,neutral,blue
AUDI - A4,2012,11900.0,200000.0,malo,blue
AUDI - A3,2016,14900.0,214000.0,bueno,green
AUDI - A3,2006,150.0,100000.0,bueno,grey
AUDI - A3,2014,10500.0,190000.0,bueno,grey
AUDI - A3,2009,5999.0,280000.0,neutral,blue
AUDI - A6,2007,6500.0,337000.0,bueno,grey
AUDI - A6,2006,2300.0,323120.0,malo,grey
AUDI - A3,2009,4800.0,350000.0,bueno,beige
AUDI - A1,2012,7500.0,209000.0,bueno,white
AUDI - A4,2006,6000.0,260000.0,bueno,blue
AUDI - A4,2015,15200.0,225000.0,neutral,grey
AUDI - A4,2010,12000.0,305000.0,neutral,beige
AUDI - A4,2015,11200.0,230000.0,neutral,green
AUDI - A3,2024,36950.0,26000.0,neutral,blue
AUDI - A4,2010,6500.0,312000.0,neutral,grey
AUDI - A3,2014,11400.0,227000.0,neutral,brown
AUDI - TT,2005,6000.0,320000.0,bueno,blue
AUDI - A3,2012,7500.0,223000.0,bueno,black
AUDI - A6,1996,1600.0,360000.0,neutral,green
AUDI - A4,2012,9700.0,250000.0,bueno,white
AUDI - A4,2007,4500.0,430000.0,bueno,black
AUDI - A3,2015,13500.0,178569.0,malo,green
AUDI - A6,2013,8450.0,330000.0,bueno,grey
AUDI - A4,2014,10500.0,191000.0,bueno,green
AUDI - A4,2006,4900.0,320000.0,neutral,grey
AUDI - A4,2005,3700.0,350000.0,neutral,black
AUDI - TT,2007,16000.0,194000.0,bueno,blue
AUDI - A3,2006,2900.0,300000.0,neutral,red
AUDI - A3,2019,24400.0,44500.0,bueno,white
AUDI - A3,2010,1000.0,200000.0,bueno,gold
AUDI - A4,2015,14800.0,128200.0,bueno,green
AUDI - A3,2009,10500.0,244000.0,bueno,blue
AUDI - A4,2005,6300.0,233000.0,bueno,white
AUDI - A4,2007,8200.0,160000.0,neutral,blue
AUDI - A4,2020,42000.0,98000.0,bueno,white
AUDI - A1,2020,19950.0,11800.0,bueno,white
AUDI - A1,2016,12000.0,115000.0,bueno,white
AUDI - A1,2020,19950.0,11800.0,bueno,white
AUDI - A1,2016,12000.0,115000.0,bueno,white
AUDI - A4,2017,17500.0,220000.0,neutral,green
AUDI - A6,2008,7000.0,240000.0,neutral,blue
AUDI - TT,2007,12000.0,200000.0,bueno,red
AUDI - A3,2008,6000.0,254000.0,bueno,brown
AUDI - A5,2010,8990.0,245000.0,bueno,green
AUDI - A6,2005,2900.0,450000.0,bueno,brown
AUDI - A4,2003,3900.0,350000.0,bueno,blue
AUDI - A4,2017,20900.0,131000.0,bueno,black
AUDI - A3,1997,120.0,160000.0,neutral,beige
AUDI - A4,2017,20600.0,131000.0,bueno,black
AUDI - A3,2017,40500.0,80000.0,bueno,red
AUDI - A3,2020,20.0,110000.0,malo,blue
AUDI - A3,2025,77990.0,1500.0,neutral,green
AUDI - A6,2004,4900.0,330000.0,neutral,grey
AUDI - A3,2009,4499.0,270000.0,bueno,black
AUDI - A6,2018,21600.0,181000.0,bueno,beige
AUDI - A4,2016,19000.0,240000.0,bueno,black
AUDI - A4,2008,9950.0,258000.0,bueno,green
AUDI - A6,2016,26499.0,270000.0,bueno,green
AUDI - A3,2004,5900.0,378000.0,neutral,blue
AUDI - A3,2007,2500.0,403000.0,neutral,blue
AUDI - A3,2001,800.0,123000.0,neutral,grey
AUDI - A3,2006,2800.0,280000.0,neutral,blue
AUDI - A6,2001,190.0,100000.0,malo,white
AUDI - A4,1996,1900.0,200000.0,bueno,beige
AUDI - A4,2019,12999.0,279000.0,bueno,beige
AUDI - A4,2008,7500.0,225000.0,neutral,blue
AUDI - A3,2004,3900.0,247000.0,neutral,beige
AUDI - A6,2004,3500.0,347000.0,bueno,blue
AUDI - A3,2014,10900.0,295000.0,neutral,gold
AUDI - A3,2010,8500.0,210000.0,bueno,red
AUDI - A4,2013,10500.0,238000.0,malo,blue
AUDI - A6,2000,3000.0,160000.0,neutral,green
AUDI - A6,2017,11000.0,310000.0,neutral,grey
AUDI - A4,2001,2300.0,232000.0,neutral,green
AUDI - A5,2019,17900.0,260000.0,neutral,blue
AUDI - TT,2000,8400.0,190000.0,bueno,blue
AUDI - A4,2010,13000.0,305000.0,neutral,green
AUDI - TT,2007,10000.0,250000.0,bueno,blue
AUDI - A1,2014,7500.0,190000.0,bueno,tan
AUDI - A4,2004,1750.0,290.0,bueno,black
AUDI - TT,1999,5600.0,173000.0,bueno,white
AUDI - A4,2011,11500.0,261000.0,bueno,black
AUDI - A4,2006,1900.0,329000.0,bueno,beige
AUDI - A6,2006,3200.0,570000.0,malo,blue
AUDI - TT,2002,5999.0,272000.0,bueno,blue
AUDI - A4,2012,9900.0,250000.0,neutral,black
AUDI - A4,2005,1000.0,250000.0,malo,yellow
AUDI - A5,2012,33500.0,125000.0,bueno,tan
AUDI - A4,2019,32400.0,78000.0,bueno,blue
AUDI - A6,2000,1600.0,380000.0,neutral,blue
AUDI - A5,2007,10990.0,173000.0,bueno,tan
AUDI - A4,2008,2900.0,400000.0,bueno,red
AUDI - A6,2007,3500.0,300000.0,bueno,grey
AUDI - A3,2004,2990.0,320000.0,neutral,red
AUDI - A6,2015,19990.0,167524.0,bueno,blue
AUDI - A6,2013,10400.0,238700.0,neutral,tan
AUDI - TT,2007,8800.0,288000.0,bueno,blue
AUDI - A4,2008,6400.0,194000.0,bueno,blue
AUDI - A5,2016,17990.0,193000.0,bueno,tan
AUDI - A5,2010,10500.0,270000.0,neutral,gold
AUDI - A3,2020,35000.0,115000.0,neutral,blue
AUDI - A4,2010,4900.0,250000.0,neutral,beige
AUDI - A6,2008,7500.0,215000.0,bueno,blue
AUDI - A6,2008,5995.0,212000.0,bueno,green
AUDI - A4,2007,3900.0,420.0,neutral,beige
AUDI - A3,1999,1700.0,268000.0,neutral,blue
AUDI - A3,2018,16999.0,118000.0,neutral,blue
AUDI - TT,2007,23900.0,127000.0,neutral,black
AUDI - A6,2004,1800.0,225000.0,malo,black
AUDI - A5,2015,18000.0,132000.0,neutral,grey
AUDI - A5,2013,13500.0,280000.0,bueno,blue
AUDI - A4,2008,3999.0,365000.0,bueno,green
AUDI - TT,2001,127.0,150000.0,neutral,black
AUDI - A4,2017,15500.0,129000.0,neutral,blue
AUDI - A4,2005,3500.0,314000.0,malo,black
AUDI - A3,2023,67000.0,5000.0,bueno,green
AUDI - A6,2005,4500.0,376000.0,malo,black
AUDI - A3,2018,16500.0,49000.0,bueno,white
AUDI - A5,2018,14500.0,114000.0,neutral,blue
AUDI - A6,2012,14900.0,200000.0,malo,blue
AUDI - A3,2007,3500.0,322000.0,neutral,blue
AUDI - A5,2010,10500.0,270000.0,bueno,tan
AUDI - A5,2013,8490.0,384000.0,bueno,grey
AUDI - A3,2009,9500.0,182000.0,bueno,brown
AUDI - A5,2009,8900.0,245000.0,bueno,brown
AUDI - A4,2014,8500.0,200000.0,bueno,red
AUDI - A3,2011,7990.0,189000.0,bueno,beige
AUDI - A4,2008,8900.0,350000.0,bueno,beige
AUDI - A4,2017,15900.0,216000.0,bueno,black
AUDI - A6,2009,11000.0,333000.0,bueno,blue
AUDI - A5,2008,8500.0,186000.0,bueno,brown
AUDI - A3,2006,7000.0,300000.0,bueno,blue
AUDI - A6,2010,9000.0,155000.0,bueno,blue
AUDI - A1,2016,12000.0,167000.0,bueno,red
AUDI - A3,2015,13000.0,101000.0,bueno,black
AUDI - A3,2006,3400.0,346660.0,bueno,white
AUDI - A4,2008,7900.0,290000.0,bueno,white
AUDI - A3,2006,5500.0,205000.0,bueno,blue
AUDI - A6,2006,3800.0,350000.0,neutral,blue
AUDI - A4,2002,2400.0,302000.0,neutral,grey
AUDI - A4,2018,20500.0,112000.0,neutral,green
AUDI - A6,2006,9500.0,249000.0,bueno,grey
AUDI - A3,2002,1990.0,250000.0,neutral,silver
AUDI - A5,2016,16499.0,176000.0,bueno,black
AUDI - A3,2016,17500.0,177000.0,bueno,blue
AUDI - A4,2002,1200.0,300000.0,bueno,tan
AUDI - A4,2004,2499.0,370000.0,neutral,beige
AUDI - A4,2014,13500.0,241000.0,bueno,tan
AUDI - A3,2019,38700.0,102000.0,bueno,grey
AUDI - A5,2009,15000.0,178000.0,bueno,blue
AUDI - A6,2004,4700.0,200000.0,neutral,black
AUDI - A6,2018,36000.0,137515.0,neutral,black
AUDI - A6,2005,5000.0,270000.0,bueno,black
AUDI - A6,2006,4990.0,227000.0,neutral,grey
AUDI - A6,2006,6900.0,330000.0,neutral,grey
AUDI - A4,2006,4000.0,275000.0,neutral,blue
AUDI - A3,2012,8999.0,216000.0,neutral,brown
AUDI - A3,2018,16000.0,121600.0,bueno,grey
AUDI - A3,2008,7900.0,178000.0,neutral,black
AUDI - A6,2005,7500.0,114000.0,neutral,blue
AUDI - A4,2004,3500.0,367000.0,bueno,red
AUDI - A6,2008,4990.0,260.0,neutral,green
AUDI - A6,2001,2950.0,275000.0,neutral,green
AUDI - A4,2000,20.0,0.0,malo,red
AUDI - A4,2002,1100.0,392500.0,bueno,brown
AUDI - A5,2018,26000.0,196000.0,bueno,black
AUDI - A4,2009,6000.0,300000.0,malo,blue
AUDI - A3,2010,5500.0,230000.0,bueno,blue
AUDI - A3,2004,3500.0,332000.0,neutral,blue
AUDI - A6,2010,15000.0,187000.0,bueno,blue
AUDI - A5,2011,11000.0,280000.0,bueno,tan
AUDI - TT,2012,12900.0,203000.0,bueno,blue
AUDI - A1,2017,10499.0,215000.0,bueno,blue
AUDI - A4,2010,8500.0,386000.0,bueno,red
AUDI - A4,1995,1899.0,390000.0,bueno,blue
AUDI - A5,2010,9600.0,260000.0,bueno,grey
AUDI - TT,2004,4100.0,240000.0,bueno,grey
AUDI - A6,2005,5490.0,380000.0,bueno,black
AUDI - A3,2019,21900.0,46000.0,bueno,grey
AUDI - A4,1996,550.0,248000.0,neutral,blue
AUDI - A3,2012,13000.0,51290.0,bueno,gold
AUDI - A3,2009,10000.0,220000.0,neutral,beige
AUDI - A6,2001,1250.0,390.0,neutral,green
AUDI - A6,2004,1200.0,270000.0,neutral,gold
AUDI - A3,2000,1400.0,280000.0,neutral,tan
AUDI - A6,2010,11000.0,214000.0,bueno,blue
AUDI - A4,2015,13500.0,200000.0,malo,red
BMW - X2,2024,43990.0,9650.0,neutral,silver
BMW - X2,2025,49890.0,6000.0,neutral,grey
BMW - X2,2020,27500.0,149000.0,bueno,blue
BMW - X2,2024,46900.0,19400.0,bueno,blue
BMW - X2,2020,24990.0,73009.0,bueno,black
BMW - X2,2021,18990.0,119000.0,bueno,blue
BMW - X2,2021,25800.0,40000.0,bueno,beige
BMW - X2,2021,24200.0,71505.0,bueno,grey
BMW - X2,2018,26999.0,73581.0,bueno,white
BMW - X2,2023,33900.0,19900.0,malo,blue
BMW - X2,2018,21990.0,84990.0,bueno,black
BMW - X6,2022,105000.0,59200.0,neutral,black
BMW - X6,2021,96900.0,35800.0,bueno,green
BMW - X3,2021,33990.0,90000.0,neutral,blue
BMW - X3,2017,23995.0,169000.0,bueno,black
BMW - X3,2010,11900.0,122000.0,bueno,beige
BMW - X5,2008,9800.0,336218.0,malo,blue
BMW - X3,2017,24490.0,115000.0,malo,tan
BMW - X1,2020,25990.0,93000.0,bueno,blue
BMW - X3,2020,34900.0,69088.0,neutral,black
BMW - X1,2025,56900.0,6000.0,neutral,tan
BMW - X3,2020,48999.0,83000.0,bueno,grey
BMW - X3,2012,10990.0,291800.0,malo,blue
BMW - X3,2019,32990.0,132456.0,bueno,blue
BMW - X1,2018,23990.0,62610.0,bueno,black
BMW - X1,2019,26999.0,99987.0,bueno,blue
BMW - X1,2019,26999.0,99987.0,bueno,blue
BMW - X5,2023,78500.0,36651.0,neutral,black
BMW - X1,2024,40900.0,23986.0,neutral,black
BMW - X1,2024,37890.0,19898.0,neutral,tan
BMW - X1,2018,17999.0,139000.0,bueno,pink
BMW - X1,2020,24990.0,74380.0,bueno,white
BMW - X6,2021,56900.0,77000.0,bueno,blue
BMW - X1,2018,24990.0,58634.0,bueno,black
BMW - X1,2021,26900.0,99827.0,neutral,white
BMW - X1,2025,49900.0,6000.0,neutral,blue
BMW - X5,2021,65999.0,51601.0,bueno,brown
BMW - X1,2023,41500.0,41500.0,malo,green
BMW - X1,2013,10990.0,150000.0,neutral,grey
BMW - X1,2012,8990.0,237211.0,bueno,silver
BMW - X5,2017,23990.0,200000.0,bueno,blue
BMW - X3,2025,64900.0,6000.0,malo,blue
BMW - X3,2025,63900.0,6900.0,neutral,black
BMW - X1,2020,19500.0,100000.0,bueno,black
BMW - X1,2021,20500.0,130000.0,bueno,white
BMW - X3,2021,35300.0,95000.0,malo,green
BMW - X3,2021,34900.0,99986.0,neutral,blue
BMW - COMPACT,2003,850.0,185000.0,malo,black
BMW - COMPACT,2005,2990.0,290000.0,bueno,blue
BMW - COMPACT,2003,1999.0,435000.0,neutral,black
BMW - COMPACT,2010,6000.0,220000.0,malo,black
BMW - COMPACT,2005,2800.0,414000.0,neutral,green
BMW - COMPACT,2004,2500.0,230000.0,neutral,blue
BMW - COMPACT,2003,3500.0,493000.0,malo,grey
BMW - COMPACT,2003,3500.0,493000.0,malo,grey
BMW - COMPACT,2003,4000.0,330000.0,bueno,brown
BMW - COMPACT,2004,5000.0,134000.0,neutral,brown
BMW - COMPACT,2004,2800.0,230000.0,neutral,brown
BMW - COMPACT,2003,60.0,6000.0,malo,grey
BMW - COMPACT,2001,850.0,190000.0,neutral,brown
BMW - COMPACT,2004,2900.0,320000.0,neutral,grey
BMW - COMPACT,2005,4900.0,169000.0,neutral,blue
BMW - COMPACT,2004,2500.0,283000.0,neutral,blue
BMW - COMPACT,2001,3500.0,253000.0,neutral,blue
BMW - COMPACT,2002,100.0,0.0,neutral,tan
BMW - COMPACT,2002,2950.0,282000.0,bueno,black
BMW - COMPACT,2004,2400.0,377000.0,malo,blue
BMW - X1,2015,7800.0,186000.0,neutral,blue
BMW - X1,2012,15000.0,153232.0,malo,tan
BMW - X1,2014,10500.0,170000.0,neutral,blue
BMW - X1,2011,9800.0,187000.0,neutral,blue
BMW - X6,2010,23500.0,197000.0,neutral,black
BMW - X5,2001,30.0,230000.0,malo,blue
